AL032000	2000-08-06	06:00	14.6	-34.4	120.2	985	35.53	175.5	83.5	37.0		774.0	2000	8	6	6	41.367984591243776	9.661507	1.5689909579395e-06	0.00972516320633674	7.740442006705526e-06	1814468.3043412096
AL032000	2000-08-06	12:00	14.7	-35.4	129.5	983	34.2	187.5	95.5	48.0		775.5	2000	8	6	12	40.88159990630985	11.146626	4.709856213828034e-10	-0.027403920587128542	6.847592854180764e-06	1820684.7893203641
AL032000	2000-08-06	18:00	15.2	-36.6	138.7	981	33.15	199.0	107.0	58.0		778.0	2000	8	6	18	46.01423509769845	10.884712	3.363626340182995e-06	-0.0732235451148363	7.5990355424742275e-06	1828261.063271906
AL032000	2000-08-07	00:00	15.7	-38.1	138.7	979	33.43	201.0	108.0	58.5		782.0	2000	8	7	0	46.291106450668224	12.020418	7.778082866264713e-06	-0.07365461584722434	7.252289277783173e-06	1842733.4236508931
AL032000	2000-08-07	06:00	16.0	-39.6	148.0	978	32.29	210.0	117.5	67.5		781.0	2000	8	7	6	49.32422684093705	12.881778	5.133226795783856e-06	-0.09216193053707562	5.396945773896028e-06	1835368.557477057
AL032000	2000-08-07	12:00	16.2	-41.0	148.0	977	32.39	211.0	118.0	68.0		783.0	2000	8	7	12	50.41282263424154	13.3614235	7.424704548603442e-06	-0.08956551486655301	4.614600874975544e-06	1842950.7280326893
AL032000	2000-08-07	18:00	16.5	-42.2	148.0	978	32.56	212.0	119.0	68.0		785.5	2000	8	7	18	49.32501533714573	13.457334	9.921439650909934e-06	-0.10721207168774444	4.09809027960092e-06	1851938.3250831063
AL032000	2000-08-08	00:00	16.7	-43.6	138.7	979	34.0	204.5	110.0	59.5		790.0	2000	8	8	0	43.632563954749465	13.668762	8.243875503142266e-06	-0.06267942652328255	4.4965594549569846e-06	1871276.6997128348
AL032000	2000-08-08	06:00	17.0	-44.9	129.5	982	35.56	195.5	100.0	50.0		793.5	2000	8	8	6	40.75602647189931	14.935688	1.094250488223018e-05	-0.06679019552840243	5.414394778870309e-06	1884943.420506975
AL032000	2000-08-08	12:00	17.7	-45.7	129.5	985	35.98	198.0	101.5	50.5		799.5	2000	8	8	12	40.89610875976818	13.532653	9.70213645955006e-06	-0.06214825194368768	5.772932194891356e-06	1906386.3916042447
AL032000	2000-08-08	18:00	18.6	-46.5	120.2	987	38.02	189.5	91.0	40.0		805.5	2000	8	8	18	39.06151453637399	14.324912	9.112141176000754e-06	-0.06883385308224035	6.865268525208319e-06	1925348.1117333625
AL032000	2000-08-09	00:00	19.6	-47.2	111.0	989	40.24	178.5	78.5			810.5	2000	8	9	0	37.66992508201839	14.318365	8.865423031890742e-06	-0.01552234580045801	6.534041305246274e-06	1937806.94447485
AL032000	2000-08-09	06:00	20.6	-48.5	111.0	992	40.92	182.0	80.0			818.5	2000	8	9	6	34.945758139135286	15.389514	5.053259236380642e-06	-0.0016219141919846052	5.065744148841835e-06	1963881.0871103152
AL032000	2000-08-09	12:00	21.9	-49.9	101.7	994	43.53	169.0	65.0			822.5	2000	8	9	12	34.25999939649466	15.049958	2.0878885893261873e-06	-0.014785416124637752	5.5552965873929475e-06	1966059.0100518942
AL032000	2000-08-09	18:00	23.4	-51.3	111.0	991	42.91	191.5	85.5			840.5	2000	8	9	18	32.151155669737776	15.8318615	4.3580038808407735e-06	-0.029120177670113722	4.452414649271605e-06	2031057.3889074437
AL032000	2000-08-10	00:00	24.8	-52.6	120.2	988	42.22	212.0	104.0	44.5		855.5	2000	8	10	0	28.663955978361635	14.996771	2.214986551396373e-06	-0.010058353454905617	3.0770122306002415e-06	2081660.8389669887
AL032000	2000-08-10	06:00	26.1	-54.0	120.2	987	43.16	217.0	107.0	45.5		866.5	2000	8	10	6	26.898991921804075	14.4456415	1.3735028052775877e-06	-0.04381963228847469	9.117991106112828e-07	2112967.313963654
AL032000	2000-08-10	12:00	27.5	-55.3	120.2	986	44.19	222.0	110.5	46.5		878.0	2000	8	10	12	25.992246663656836	13.286793	1.3633850560604849e-06	-0.04382119432513269	-4.5246203809975623e-07	2143233.7699171198
AL032000	2000-08-10	18:00	28.8	-56.7	120.2	984	45.17	227.5	114.0	48.0		888.5	2000	8	10	18	25.611201891228376	13.494827	8.925697020031719e-07	-0.023707619251902956	-1.9548461155140075e-06	2168730.574494717
AL032000	2000-08-11	00:00	29.9	-57.7	129.5	982	44.22	245.0	132.0	64.5		899.5	2000	8	11	0	25.902698775109002	16.59781	4.6954148942593556e-06	-0.0022275521773025622	-3.4627634270394926e-06	2199235.083313782
AL032000	2000-08-11	06:00	31.1	-58.4	138.7	979	43.37	261.0	148.5	80.5		909.0	2000	8	11	6	27.522639646875604	18.190563	4.3353227400904645e-07	-0.010363328719602967	-5.099995527999583e-06	2218811.8056431855
AL032000	2000-08-11	12:00	32.2	-58.6	148.0	976	42.45	275.0	163.5	95.0		916.5	2000	8	11	12	26.839535807716725	18.205374	-2.3127829325694586e-06	-0.013398538052642074	-6.242506032346048e-06	2229448.134016246
AL032000	2000-08-11	18:00	33.3	-58.5	157.2	973	41.56	287.5	176.5	108.0		922.0	2000	8	11	18	29.53088738523377	19.081947	1.5000024145649912e-06	-0.005002553278181903	-4.504279542534085e-06	2229035.6251047184
AL032000	2000-08-12	00:00	34.3	-58.0	166.5	970	40.62	298.5	188.5	120.0		925.5	2000	8	12	0	30.109999122828103	19.887796	1.4540767089363854e-06	0.01696792242104038	-4.488556882193947e-06	2220326.6832306655
AL032000	2000-08-12	06:00	35.1	-56.7	185.0	960	38.02	311.0	204.5	137.5		918.5	2000	8	12	6	31.525228028826547	20.579586	1.4068118480858781e-06	-0.03498269781136145	-4.580374397403782e-06	2166284.1703351126
AL032000	2000-08-12	12:00	35.9	-55.3	203.5	950	35.59	319.0	216.0	151.5	52.5	907.0	2000	8	12	12	35.01703950606841	20.438715	3.805579440655327e-06	-0.048313640062349936	-1.6262291249263368e-06	2091943.767909406
AL032000	2000-08-12	18:00	36.8	-53.8	203.5	954	36.13	323.5	219.5	154.0	53.0	915.0	2000	8	12	18	36.65754632681766	20.743961	9.917589958027136e-06	-0.05429635620264145	2.236884062326093e-07	2104858.9529323205
AL032000	2000-08-13	00:00	37.4	-52.0	194.2	958	37.98	324.0	218.0	150.5	47.0	930.0	2000	8	13	0	35.36605901491447	20.619299	8.800609973701493e-06	-0.03462497202702243	1.4273697250914758e-07	2157382.0100837746
AL032000	2000-08-13	06:00	38.0	-50.3	175.7	966	41.55	320.0	209.0	138.5		951.5	2000	8	13	6	41.000202357748094	19.62317	3.0566884554821985e-06	-0.016256997538034612	8.244458413081869e-07	2240095.352735261
AL032000	2000-08-13	12:00	38.4	-48.3	157.2	973	45.3	310.0	194.5	121.0		966.5	2000	8	13	12	43.65645531301659	20.85456	1.5338127895336563e-06	-0.07595839933088966	2.6414184567430138e-06	2298615.165656966
AL032000	2000-08-13	18:00	38.8	-46.3	138.7	980	49.39	294.0	173.5	96.0		975.0	2000	8	13	18	46.76161659276104	18.872255	3.690631474237375e-06	-0.03626613727603515	4.0415095632122735e-06	2326310.684447236
AL032000	2000-08-14	00:00	39.0	-44.2	120.2	987	53.67	269.0	143.0	58.0		974.0	2000	8	14	0	49.87500801772834	17.166088	5.282392376544803e-06	-0.03948167195374867	6.3556723902143645e-06	2315129.2390460866
AL032000	2000-08-14	06:00	39.1	-42.2	111.0	991	55.95	252.5	123.0			969.5	2000	8	14	6	54.50381821129464	16.838572	1.0214074675137135e-05	-0.08954308689882805	9.784958144848796e-06	2290655.003405964
AL032000	2000-08-14	12:00	39.1	-40.6	101.7	994	58.22	233.0	97.5			961.5	2000	8	14	12	57.350048707894985	15.839346	5.5127594679079765e-06	-0.14126483006447124	1.4624200227728079e-05	2253116.610813595
AL032000	2000-08-14	18:00	39.1	-39.3	92.5	997	60.58	209.0				950.0	2000	8	14	18	54.43698907146451	12.603332	-9.418090887556475e-07	-0.03962397239794344	1.747127544684079e-05	2199693.8150484455
AL032000	2000-08-15	00:00	38.9	-38.5	83.25	1000	62.83	179.5				932.5	2000	8	15	0	55.43379312206261	10.770165	-5.198884414225479e-06	-0.023184990821668267	2.1549738556151644e-05	2125522.4230494658
AL032000	2000-08-15	06:00	38.3	-38.5	83.25	1001	62.2	177.5				927.5	2000	8	15	6	53.88803184218274	10.1306505	-1.535936808594462e-06	-0.05162771362644712	2.038738209702344e-05	2120219.579131308
AL032000	2000-08-15	12:00	37.3	-38.5	83.25	1002	61.16	173.5				919.5	2000	8	15	12	50.04367991847688	10.317871	1.9990983723653495e-06	-0.03684486782076152	1.980402471193494e-05	2111834.361073448
AL032000	2000-08-15	18:00	36.6	-38.9	74.0	1002	62.89	135.5				893.0	2000	8	15	18	42.21493292891121	10.296808	1.8426365609774978e-06	-0.018806595182831606	2.0054129797800493e-05	2010242.8239428848
AL032000	2000-08-16	00:00	36.1	-39.4	74.0	1003	62.36	133.5				889.0	2000	8	16	0	37.42209123120293	10.930833	-5.55849838337995e-07	-0.006200321537838133	1.927814838293946e-05	2004934.8860639401
AL032000	2000-08-16	06:00	35.4	-40.2	74.0	1003	61.63	131.5				883.5	2000	8	16	6	39.06279720620412	10.590331	-2.4475397346048012e-06	-0.024264648143239986	1.889228409333466e-05	1997453.1918607564
AL032000	2000-08-16	12:00	34.6	-41.3	74.0	1003	60.8	129.0				877.5	2000	8	16	12	38.26364253024399	10.740599	-9.491674120879868e-07	0.002496278201658803	1.8647441097872257e-05	1989496.2173756023
AL032000	2000-08-16	18:00	33.9	-42.4	74.0	1002	60.09	126.5				872.0	2000	8	16	18	36.59320193749615	12.333339	1.061091830062545e-06	-0.005244513488444373	1.8332305177109586e-05	1980808.8283258774
AL032000	2000-08-17	00:00	33.4	-43.5	83.25	1001	57.26	159.5				888.5	2000	8	17	0	35.66703918561217	12.359372	-1.4107389023518524e-06	-0.019293041484666058	1.685014359492366e-05	2068055.0074710187
AL032000	2000-08-17	06:00	33.0	-44.2	83.25	1000	56.87	158.5				885.0	2000	8	17	6	34.893716863035394	13.058802	-4.884497168613079e-07	-0.04430979388284702	1.5232873943100623e-05	2061055.2524167367
AL032000	2000-08-17	12:00	33.0	-44.9	92.5	998	54.65	186.0				900.5	2000	8	17	12	36.15220580075588	14.21006	1.429010222327784e-06	-0.006038886393982393	1.217340787842072e-05	2133699.453237334
AL032000	2000-08-17	18:00	33.0	-45.8	92.5	997	54.65	186.0				900.5	2000	8	17	18	32.99381679528677	15.470418	1.8982251154073055e-07	-0.01969384745888006	1.3495478669904246e-05	2133699.453237334
AL032000	2000-08-18	00:00	33.2	-46.5	101.7	995	52.69	209.5	84.0			913.0	2000	8	18	0	33.17933550519974	16.152618	1.5343379984905126e-06	0.0022939666127480994	1.2473988259154897e-05	2188299.72090386
AL032000	2000-08-18	06:00	33.6	-47.1	101.7	993	53.05	211.0	85.0			916.0	2000	8	18	6	34.07141981423429	15.976436	5.52284229773838e-07	-0.0224357660757675	1.1593094486621437e-05	2192735.306033203
AL032000	2000-08-18	12:00	34.2	-47.6	111.0	991	51.5	232.5	109.5			928.5	2000	8	18	12	35.191685066428924	17.57895	2.64814773991679e-07	-0.029324111091561734	1.1708350096036663e-05	2237315.188763082
AL032000	2000-08-18	18:00	34.7	-48.0	120.2	987	49.91	251.0	130.0	53.5		937.5	2000	8	18	18	35.090898685051435	18.906391	3.522734880214974e-06	-0.036212161976938065	1.2005303000389328e-05	2267408.3950113207
AL032000	2000-08-19	00:00	34.9	-48.1	138.7	979	46.24	277.0	160.5	87.5		941.5	2000	8	19	0	35.587979845324185	19.1011	2.162114213667351e-06	-0.010104511631947005	1.2093286509863182e-05	2281301.637953879
AL032000	2000-08-19	06:00	35.3	-48.2	148.0	976	44.74	288.5	173.5	101.5		943.0	2000	8	19	6	37.16067012681737	19.267612	-1.4233017900189573e-07	-0.025245191672075628	1.060639477166563e-05	2277551.323192261
AL032000	2000-08-19	12:00	35.6	-48.2	157.2	973	43.21	297.5	184.5	113.5		942.0	2000	8	19	12	37.678476633561615	17.752777	-6.735878733681673e-07	-0.02674458593077105	1.0620902568319323e-05	2264427.05875312
AL032000	2000-08-19	18:00	36.0	-48.2	166.5	970	41.8	306.0	194.5	124.5		940.5	2000	8	19	18	38.33319999220297	18.594687	5.565148650715094e-06	-0.023978923446386653	1.1506255885389866e-05	2246099.5381745463
AL032000	2000-08-20	00:00	36.4	-48.1	166.5	970	42.09	307.5	196.0	125.5		944.0	2000	8	20	0	37.074967157868386	19.339586	5.246719488406498e-06	0.02142343272143579	1.0621610350889403e-05	2251465.669937147
AL032000	2000-08-20	06:00	36.7	-48.0	166.5	971	42.3	309.0	197.0	126.5		946.5	2000	8	20	6	37.74081377718163	19.438538	4.13578119821121e-07	-0.030470728990346845	1.0219829909064566e-05	2254753.192542583
AL032000	2000-08-20	12:00	37.1	-47.9	157.2	972	44.32	304.5	190.0	117.5		955.0	2000	8	20	12	38.58474354074195	19.410814	-1.0356366713641865e-06	-0.038924837157714165	1.202477311409628e-05	2283517.48475596
AL032000	2000-08-20	18:00	37.4	-47.7	157.2	973	44.54	305.5	191.0	118.5		957.5	2000	8	20	18	39.40300298212868	19.221127	3.7748608487483274e-07	-0.01590543680498207	1.0970663780322144e-05	2286484.490199727
AL032000	2000-08-21	00:00	37.9	-47.5	157.2	974	44.92	308.0	192.5	119.5		962.0	2000	8	21	0	39.326790835806385	18.446253	-2.4554462758852935e-06	0.04174647379521728	1.0815032487402566e-05	2292731.809802313
AL032000	2000-08-21	06:00	38.3	-47.3	148.0	976	47.07	301.5	184.0	109.0		969.0	2000	8	21	6	38.68958138342992	18.25148	-8.020404395228858e-07	-0.021856078340930566	1.1388831673580202e-05	2313628.0865315
AL032000	2000-08-21	12:00	38.9	-47.2	148.0	977	47.55	304.0	186.0	110.5		974.0	2000	8	21	12	40.881901062781026	17.097166	-1.764688882606074e-06	0.010671910179923185	1.1451433246348867e-05	2318345.8985975506
AL032000	2000-08-21	18:00	40.0	-46.7	148.0	978	48.44	309.0	190.0	113.5		983.5	2000	8	21	18	38.570323951770746	16.182203	-1.8146638316929553e-07	0.024227702852949916	5.214825149132916e-06	2327178.1298003304
AL032000	2000-08-22	00:00	41.2	-45.9	138.7	979	51.44	304.5	182.0	102.0		996.0	2000	8	22	0	34.79357583050757	15.364161	-1.627205528708258e-06	0.03064068583735366	-7.144162099690392e-06	2344698.468184706
AL032000	2000-08-22	06:00	42.6	-45.4	138.7	981	52.67	311.0	187.0	105.5		1008.0	2000	8	22	6	33.962371329179035	13.457197	-1.3607219658317985e-06	0.04465123295346651	-1.4139369441564819e-05	2350024.282796856
AL032000	2000-08-22	12:00	44.0	-44.0	129.5	983	56.12	305.0	177.5	90.0		1019.5	2000	8	22	12	27.689894792424372	10.423165	1.036683841920855e-06	0.01445737114371189	-1.2373007428884017e-05	2349802.8144746176
AL032000	2000-08-22	18:00	46.1	-42.1	120.2	985	60.51	300.0	167.5	67.0		1035.0	2000	8	22	18	25.86558622508093	10.193035	4.7620531847928255e-06	0.025655852562196744	-1.8271144767212004e-05	2335355.3136247415
AL032000	2000-08-23	00:00	48.3	-39.5	120.2	987	62.81	310.0	175.5	70.5		1054.0	2000	8	23	0	25.794269874587425	13.777646	8.765864055956221e-06	0.009309601440404476	-2.9125540847503356e-05	2324358.3731953646
AL032000	2000-08-23	06:00	50.7	-36.8	101.7	994	70.83	282.0	133.5			1060.0	2000	8	23	6						2239461.902420872
AL032000	2000-08-23	12:00	53.2	-35.4	83.25	997	80.01	237.5				1051.0	2000	8	23	12						2083450.9855067905
AL032000	2000-08-23	18:00	57.0	-34.0	83.25	997	85.32	254.0				1083.5	2000	8	23	18						2014449.6916963342
AL032000	2000-08-24	00:00	59.5	-30.3	74.0	995	92.62	226.5				1080.5	2000	8	24	0						1867836.6144387268
AL032000	2000-08-24	06:00	62.0	-25.5	64.75	992	100.5	183.5				1070.5	2000	8	24	6						1696854.7098383284
AL032000	2000-08-24	12:00	65.5	-23.0	64.75	990	106.6	200.5				1100.5	2000	8	24	12						1584716.2141375793
AL032000	2000-08-24	18:00	68.0	-20.0	55.5	992	115.7					1079.0	2000	8	24	18						1376921.3489831593
AL032000	2000-08-25	00:00	69.0	-12.5	55.5	990	117.7					1087.5	2000	8	25	0						1338196.22713316
AL032000	2000-08-25	06:00	70.7	-4.9	55.5	994	121.2					1102.5	2000	8	25	6						1268649.2755320938
AL042000	2000-08-08	12:00	28.2	-74.2	55.5	1011	59.09					768.0	2000	8	8	12	37.40988748351557	11.859437	3.586884666942761e-07	-0.004567968115704874	-1.6841763592430106e-06	1630418.7369097983
AL042000	2000-08-08	18:00	28.1	-75.1	55.5	1010	58.99					767.0	2000	8	8	18	38.27872109598756	12.642579	2.0806393354061e-06	-0.04174221711016496	7.024380285860123e-07	1627671.4309811653
AL042000	2000-08-09	00:00	28.0	-76.0	55.5	1010	58.9					766.5	2000	8	9	0	40.00036864023691	11.924756	6.364328223185033e-07	-0.0018762765181684037	4.529947841646681e-07	1627035.0883786809
AL042000	2000-08-09	06:00	27.9	-76.8	55.5	1010	58.8					765.5	2000	8	9	6	38.554160392690164	9.574185	9.287727308347045e-07	0.029157521770872392	5.301932935398925e-07	1624272.6176292999
AL042000	2000-08-09	12:00	27.9	-77.4	55.5	1010	58.8					765.5	2000	8	9	12	41.80313815280904	8.460235	4.0289237955995774e-07	-0.029366051524076755	2.0028910025987275e-06	1624272.6176292999
AL042000	2000-08-09	18:00	27.9	-77.9	55.5	1010	58.8					765.5	2000	8	9	18	44.03779784455701	9.55471	2.713358465208895e-06	-0.03534010072948012	3.6171779673500013e-06	1624272.6176292999
AL042000	2000-08-10	00:00	28.0	-78.6	55.5	1009	58.9					766.5	2000	8	10	0	45.80651071632234	8.408921	2.7212534283047037e-06	-0.03696831951961662	1.988811707574213e-06	1627035.0883786809
AL042000	2000-08-10	06:00	28.3	-79.3	55.5	1010	59.19					768.5	2000	8	10	6	44.53676386547776	8.253793	6.883605048858108e-07	0.005422557063046242	5.80735773324203e-07	1631039.6033844696
AL042000	2000-08-10	12:00	28.7	-78.9	55.5	1010	59.6					771.5	2000	8	10	12	45.61537366269962	9.302897	5.454702104860527e-06	-0.0497944492198901	3.5609399789419167e-07	1637682.9458483383
AL042000	2000-08-10	18:00	28.9	-78.3	46.25	1011	62.23					727.5	2000	8	10	18	53.0548722606687	10.017539	5.048296057314942e-06	-0.0550938180940954	2.5573084317400644e-06	1453769.986159588
AL042000	2000-08-11	00:00	29.2	-77.8	46.25	1011	62.54					729.5	2000	8	11	0	50.55804036834835	8.456447	2.036518767564708e-06	-0.01815537952043362	9.032481053637234e-07	1457601.71925192
AL042000	2000-08-11	06:00	29.4	-77.2	46.25	1012	62.76					731.0	2000	8	11	6	48.230090431516835	9.517164	-3.004014834155655e-06	-0.0372186183118909	-1.5837262151618884e-06	1460785.6721771955
AL042000	2000-08-11	12:00	29.6	-76.5	46.25	1013	62.97					732.0	2000	8	11	12	53.72190134730785	11.495986	5.195052117870902e-06	-0.0882866234796466	1.3838673113987023e-06	1461946.3983208975
AL052000	2000-08-13	18:00	22.5	-93.5	55.5	1008	53.67					727.5	2000	8	13	18	57.17261079773572	12.802031	5.597396252672426e-06	-0.09408073620619185	7.448613276261725e-06	1532399.0170824558
AL052000	2000-08-14	00:00	22.7	-93.8	55.5	1008	53.85					729.0	2000	8	14	0	56.185876768430866	12.777481	8.1145012614063e-06	-0.05311434938367022	7.662533735214248e-06	1536530.6219111623
AL052000	2000-08-14	06:00	23.1	-94.6	64.75	1007	52.1	60.5				764.5	2000	8	14	6	50.83873464169501	14.269736	4.105085498847752e-06	0.0017736802875260957	6.729369496492908e-06	1684685.4045688398
AL052000	2000-08-14	12:00	23.5	-95.4	74.0	1009	50.4	98.0				792.5	2000	8	14	12	47.238213608364234	15.430447	4.277894783862789e-06	-0.09198757776878	6.792012948007727e-06	1804794.854053327
AL052000	2000-08-14	18:00	23.9	-96.3	83.25	1009	48.76	129.5				814.5	2000	8	14	18	48.94256001943703	13.123274	5.894738009789737e-06	-0.08708893998401936	4.829558700502826e-06	1900478.8524328012
AL052000	2000-08-15	00:00	24.1	-97.0	83.25	1007	48.93	130.0				816.0	2000	8	15	0	47.523788347956945	13.27374	5.901233990960758e-06	-0.03619175631825746	3.7401872583755455e-06	1904573.9163131414
AL052000	2000-08-15	06:00	24.5	-97.7	83.25	1009	49.26	131.0				819.0	2000	8	15	6	44.60429715532784	16.05126	2.209694154728643e-06	-0.043420394465278976	3.931504006326204e-06	1912668.931384423
AL052000	2000-08-15	12:00	24.9	-98.6	55.5	1010	55.89					744.5	2000	8	15	12	48.21562504222294	12.684499	4.739519394346432e-06	-0.09784140655931532	5.920114410656268e-06	1576130.307058635
AL052000	2000-08-15	18:00	25.2	-99.8	46.25	1012	58.46					702.0	2000	8	15	18	49.51494769937204	11.362398	9.785474951467233e-06	-0.06895133909193213	7.935791639488452e-06	1398231.2631530268
AL062000	2000-08-17	12:00	14.2	-51.9	46.25	1009	48.54					628.5	2000	8	17	12	41.886905451236785	11.091214	-1.5807662979282933e-06	-0.020454183346949577	1.0712321844418028e-05	1199237.4859064403
AL062000	2000-08-17	18:00	14.7	-52.8	46.25	1009	48.95					632.0	2000	8	17	18	44.97442017919638	10.726368	2.823609593202405e-06	-0.0905170211274015	9.643008718219716e-06	1209959.0340308053
AL062000	2000-08-18	00:00	15.2	-53.4	46.25	1009	49.37					635.0	2000	8	18	0	47.52398740706258	9.761042	2.3956784080159765e-06	0.038323560613505496	9.012674332855517e-06	1218686.6433159527
AL062000	2000-08-18	06:00	15.6	-54.1	55.5	1009	47.76					679.5	2000	8	18	6	43.290703216603625	9.817279	3.4919215848154864e-06	-0.011575001342074611	5.527446579836612e-06	1392618.194180836
AL062000	2000-08-18	12:00	16.2	-55.4	64.75	1008	46.36	52.5				715.0	2000	8	18	12	43.204390436774425	10.741402	3.5702231910098303e-06	-0.0123858830967294	6.0549299749559495e-06	1537221.019268379
AL062000	2000-08-18	18:00	16.8	-56.5	55.5	1011	48.74					687.5	2000	8	18	18	43.767681730546585	11.31824	5.723330589422196e-06	-0.030712895201581353	6.042416707591662e-06	1417117.9793633483
